Авторы;Идентификатор автора(ов);Название;Год
Kossov V.V.;"54937595700;";A medium-term forecast of crude oil buyers’ prices;2016
Moskovskaya A.A., Soboleva I.V.;"6503871529;55802743000;";Social entrepreneurship in the system of social policy: International experience and prospects of Russia;2016
Logvenkov S.A., Moiseeva I.N., Stein A.A.;"6507407644;57119493100;57192074608;";Mathematical modeling of the invagination of epithelial layers in embryogenesis;2016
Dymov A.V.;"55620334300;";Nonequilibrium statistical mechanics of a solid immersed in a continuum;2016
Oveshnikov L.N., Prudkoglyad V.A., Nekhaeva E.I., Kuntsevich A.Y., Selivanov Y.G., Chizhevskii E.G., Aronzon B.A.;"55332315400;35265269100;57193014892;8435043300;7004100631;6506264367;7005444698;";Magnetotransport in thin epitaxial Bi2Se3 films;2016
Bobenko A., Skopenkov M.;"6701911740;56568146400;";Discrete Riemann surfaces: Linear discretization and its convergence;2016
Golubeva V.A., Ivanov A.N.;"7006772080;57219741333;";A generalization of the Dotsenko-Fateev integral;2016
Blank M.L.;"7202157224;";How to divide the indivisible;2016
Umnov A.V., Krylov A.S.;"55523003400;7202280261;";Research of sparse representation method for ringing suppression;2016
Kusimova T.;"57191340064;";"Qualitative research as a moral career: VII Annual conference on methods in social sciences ""sociological research methods (a tribute to Alexander Kryshtanovsky)"" September 23-24, 2016. Moscow, Russia";2016
Krasheninnikova Y., Makarova O.;"57192806351;57225311899;";Direct selling organizations as informal healthcare providers in Russia;2016
Sergeev A.E., Konushin V.S., Konushin A.S.;"57192808363;25655151700;6506829728;";Reducing background false positives for face detection in surveillance feeds;2016
Maslov V.P.;"7202893841;";Tropical topology;2016
Maslov V.P., Dobrokhotov S.Y., Nazaikinskii V.E.;"7202893841;7003268098;6603871274;";Volume and entropy in abstract analytic number theory and thermodynamics;2016
Karasev M.V., Novikova E.M., Vybornyi E.V.;"7004372754;7102446642;56050841000;";Non-Lie top tunneling and quantum bilocalization in planar Penning trap;2016
Berry J.W., Hou F.;"7402634538;7007178649;";Immigrant acculturation and wellbeing in Canada;2016
Behrens K.;"56251682700;";Agglomeration and clusters: Tools and insights from coagglomeration patterns;2016
Kozelkov A.S., Kurkin A.A., Pelinovsky E.N., Tyatyushkina E.S., Kurulin V.V., Tarasova N.V.;"8310195500;7003446660;7004951110;56755232200;56609303000;57192303902;";Landslide-type tsunami modelling based on the navier - stokes equations;2016
Savelyev O.V., Khetagurova Z.K.;"57192279098;57192270509;";Anti-dumping measures against Russian exporters: Opportunities for removing;2016
Dementiev A.;"56400808300;";Strategic partnerships in local public transport;2016
Babenko M., Goldberg A.V., Gupta A., Nagarajan V.;"36928337300;55167669300;55491953000;8886624600;";Algorithms for hub label optimization;2016
Huang L., Menozzi S.;"56688850700;7801636137;";A parametrix approach for some degenerate stable driven SDEs;2016
Budkov Y.A., Kolesnikov A.L.;"46861146000;56258168600;";Polarizable polymer chain under external electric field: Effects of many-body electrostatic dipole correlations;2016
Deutsch F., Welzel C.;"55061047400;6602585494;";The Diffusion of Values among Democracies and Autocracies;2016
Grines V.Z., Medvedev T.V., Pochinka O.V.;"55978243000;57082921500;6507516545;";Basic topological concepts of dynamical systems;2016
Gasparyan D.;"24176741200;";What came first, the chicken or the egg? the model of circularity as a model of mutual referentiality;2016
Grines V.Z., Medvedev T.V., Pochinka O.V.;"55978243000;57082921500;6507516545;";Interrelation between the dynamics of morse–smale diffeomorphisms and the topology of the ambient 3-manifold;2016
Grines V.Z., Medvedev T.V., Pochinka O.V.;"55978243000;57082921500;6507516545;";Wild embedding of the separatrices into 3-manifolds and pixton diffeomorphism;2016
Grines V.Z., Medvedev T.V., Pochinka O.V.;"55978243000;57082921500;6507516545;";Introduction to dynamical systems;2016
Grines V.Z., Medvedev T.V., Pochinka O.V.;"55978243000;57082921500;6507516545;";The classification of the gradient-like diffeomorphisms on 3-manifolds;2016
Grines V.Z., Medvedev T.V., Pochinka O.V.;"55978243000;57082921500;6507516545;";The topological classification of the gradient-like diffeomorphism on surfaces;2016
Grines V.Z., Medvedev T.V., Pochinka O.V.;"55978243000;57082921500;6507516545;";General properties of the morse–smale diffeomorphisms;2016
Grines V.Z., Medvedev T.V., Pochinka O.V.;"55978243000;57082921500;6507516545;";An energy function for morse–smale diffeomorphisms on 3-manifolds;2016
Grines V.Z., Medvedev T.V., Pochinka O.V.;"55978243000;57082921500;6507516545;";The classification of nontrivial basic sets of A-diffeomorphisms of surfaces;2016
Grines V.Z., Medvedev T.V., Pochinka O.V.;"55978243000;57082921500;6507516545;";The properties of nontrivial basic sets of a-diffeomorphisms related to type and dimension;2016
Balaev V., Petrushevsky A., Martynova O.;"55312315500;55935654100;7005067326;";Changes in Functional Connectivity of Default Mode Network with Auditory and Right Frontoparietal Networks in Poststroke Aphasia;2016
Zakharchenko K.V., Kaperko A.F., Kolyubin V.A., Kulagin V.P., L’vov S.A., Nedosekin P.G.;"6602302950;6507584555;6508141942;56912007700;57188994562;56086142600;";Modeling the Operation of a Sensor Unit in a Monitoring Device for the Parameters of Cosmic Ray Fluxes;2016
Nefedov V.N., Mamontov A.V., Simonov V.P.;"27467565900;24484402300;55411776900;";Measurements of the Temperature of the Walls of Composite Pipes During Thermal Processing in Travelling-Wave Microwave Systems;2016
Bekmaganbetov K.A., Chechkin G.A., Chepyzhov V.V.;"15730328200;6603041562;6603478247;";Homogenization of random attractors for reaction–diffusion systems [Homogénéisation des attracteurs aléatoires pour les systèmes d'équations de réaction–diffusion];2016
Barthe G., Fagerholm E., Fiore D., Scedrov A., Schmidt B., Tibouchi M.;"7004083177;56308417400;23967990100;6701808416;57198563862;35103715600;";Strongly-optimal structure preserving signatures from Type II pairings: Synthesis and lower bounds;2016
Solomon G.T., Linton J.D.;"24333123000;7005943883;";Standing at the crossroad of knowledge: Technology, innovation, entrepreneurship and the small business management – Policy perspectives;2016
Belenky A.S., Bolkunov D.S.;"7006969623;57190985368;";An equilibrium analysis of investment opportunities in a regional electrical grid;2016
Janssen M., Karamychev V.;"7202771385;9250981200;";Spiteful bidding and gaming in combinatorial clock auctions;2016
Lukin V.;"56924745800;";The foreign policy of post-soviet Russia: A quest for identity;2016
Bratersky M.;"57190375307;";The evolution of national security thinking in post-Soviet Russia;2016
Krivushin I.;"57191543761;";The contemporary world between integration and secession: A challenge for Russia;2016
Makarov I.A.;"57169907200;";Russia’s participation in international environmental cooperation;2016
Suslov D.;"57191543430;";US-Russia confrontation and a new global balance;2016
Lukin A.;"7102949872;";Russia’s pivot to Asia: Myth or reality?;2016
Karaganov S.;"26025142400;";Global challenges and Russia’s foreign policy;2016
Entin M., Entina E.;"56153503000;57190951726;";The new role of Russia in the greater Eurasia;2016
Grigoryev L.;"28067845800;";Russia in the system of global economic relations;2016
Bordachev T.;"56322540000;";Russia and the European Union: Lessons learned and goals ahead;2016
Skriba A.;"57191542261;";Russian strategy towards the post-soviet space in europe: Searching for balance between economy, security, and great power attractiveness;2016
Lukyanov F.;"24481505000;";Failed new world order and beyond: Russian view;2016
Linton J.D.;"7005943883;";Improving the Peer review process: Capturing more information and enabling high-risk/high-return research;2016
Kushnir A., Varypaev A.;"7003544843;55910492300;";Accuracy of adaptive maximum likelihood algorithm for determination of micro earthquake source coordinates using surface array data in condition of strong coherent noise;2016
Zakharenko R.;"54793839200;";Self-driving cars will change cities;2016
Karpov A.;"57208423051;";A new knockout tournament seeding method and its axiomatic justification;2016
Yenneti K., Day R., Golubchikov O.;"56811620800;7402616688;36863575200;";Spatial justice and the land politics of renewables: Dispossessing vulnerable communities through solar energy mega-projects;2016
Samek W., Blythe D.A.J., Curio G., Müller K.-R., Blankertz B., Nikulin V.V.;"40762215900;55669672000;7006032218;15042362900;6602925771;7007084310;";Multiscale temporal neural dynamics predict performance in a complex sensorimotor task;2016
Bochkarev M.A., Ignatyev M.V., Shevchenko A.A.;"57190571297;55318382600;57190214625;";Tangent cones to Schubert varieties in types An, Bn and Cn;2016
Karabchuk T.;"56206039600;";The subjective well-being of women in Europe: children, work and employment protection legislation;2016
Shitov Y.;"35148401800;";Extending orthogonal subsets of semimodules;2016
Joshanloo M., Rizwan M., Khilji I.A., Ferreira M.C., Poon W.-C., Sundaram S., Ho L.S., Yeung V.W.-L., Han G., Bae J., Demir M., Achoui M., Pang J.S., Jiang D.-Y., Lamers S.M.A., Turan Y., Lepshokova Z.K., Panyusheva T., Natalia A., Asano R., Igarashi T., Tsukamoto S.;"23392506000;57203250317;55983087500;7402787223;36020550000;7101967500;7402955669;36603731100;55792745300;55982558500;16300603100;15030695800;55323858400;7401574306;35731594600;56270517800;55982417800;55981866200;55981875400;45161114900;7403249284;55983506700;";Conceptions of happiness and life satisfaction: An exploratory study in 14 national groups;2016
Aksenov S.A., Kolesnikov A.V., Mikhaylovskaya A.V.;"15080694300;56423264600;36504555400;";Design of a gas forming technology using the material constants obtained by tensile and free bulging testing;2016
Kashnitsky I., Gunko M.;"56005450800;56502128700;";Spatial variation of in-migration to Moscow: Testing the effect of housing market;2016
Malyutina S., Dragoy O., Ivanova M., Laurinavichyute A., Petrushevsky A., Meindl T., Pöppel E., Gutyrchik E.;"55935739000;36522630700;57205859404;56405575900;55935654100;6603446752;7004629148;35253306800;";Fishing is not wrestling: Neural underpinnings of the verb instrumentality effect;2016
Agranovich M.S.;"15126914300;";Spectral problems in Sobolev-type Banach spaces for strongly elliptic systems in Lipschitz domains;2016
Yudin G.;"33368406800;";Sociology as a Naïve Science: Alfred Schütz and the Phenomenological Theory of Attitudes;2016
Baranov A., Lishanskii A.;"56235290900;56520271500;";Hypercyclic Toeplitz Operators;2016
Brody J., Buhrman H., Koucký M., Loff B., Speelman F., Vereshchagin N.;"36143688400;7007022365;23397402000;24587119200;55578972500;7005187259;";Towards a Reverse Newman’s Theorem in Interactive Information Complexity;2016
Alexander A.C., Inglehart R., Welzel C.;"38861041900;6603572720;6602585494;";Emancipating Sexuality: Breakthroughs into a Bulwark of Tradition;2016
Skorobogatov A.S.;"55582487700;";A provocative event, media, and religious choice in post-Soviet Russia;2016
Iastrebtseva A.V.;"57195965924;";Metaethics: Realism and anti-realism in modern discussions about foundations of normativity;2016
Maslov B.P.;"55192943000;";Atomizing the poetic language: On conceptual foundations of the Russian morphological method;2016
Radchenko I., Maksimenkova O.;"56724746000;57191339634;";Principles of citizen science in open educational projects based on open data;2016
Lazarenko A., Avdoshin S.;"57193557043;8122631900;";Anonymity of tor: Myth and reality;2016
Zykov S.V.;"36146486900;";The Online evolution: From early repositories to state-of-the-art MOOCs;2016
Budkov Yu.A., Kolesnikov A.L.;"46861146000;56258168600;";On a new application of the path integrals in polymer statistical physics;2016
Arutyunov K.Y., Ramos-Álvarez A., Semenov A.V., Korneeva Y.P., An P.P., Korneev A.A., Murphy A., Bezryadin A., Gol'Tsman G.N.;"6603572972;55515540000;56879243200;36617215400;41861081500;7006297830;57199723351;6701844675;7006771637;";Superconductivity in highly disordered NbN nanowires;2016
Ushakov V.L., Sharaev M.G., Kartashov S.I., Zavyalova V.V., Verkhlyutov V.M., Velichkovsky B.M.;"35849953400;56664515200;55929831400;57191350361;6506302648;57216017177;";Dynamic causal modeling of hippocampal links within the human default mode network: Lateralization and computational stability of effective connections;2016
Musabirov I., Okopny P., Pozdniakov S.;"56543502400;56543628600;57192102175;";Enabling information access in virt ual learning environment. The case of data science minor;2016
Dobroserdova T., Simakov S., Gamilov T., Pryamonosov R., Sakharova E.;"47460999600;57206286982;55910476700;56685613800;57193726213;";Patient-specific blood flow modelling for medical applications;2016
Popkov Y.S., Darkhovskiy B.S., Popkov A.Y.;"7006921474;6603906205;56254217100;";GFS algorithm based on batch Monte Carlo trials for solving global optimization problems;2016
Hutsalyuk A., Liashyk A., Pakuliak S.Z., Ragoucy E., Slavnov N.A.;"57191041137;57015271200;6604021757;7003533607;6603896872;";Scalar products of Bethe vectors in models with gl (2| 1) symmetry 1. Super-analog of Reshetikhin formula;2016
Shitov Y.;"35148401800;";Sums of square-zero endomorphisms of a free module;2016
Morozova E.O., Myroshnychenko M., Zakharov D., di Volo M., Gutkin B., Lapish C.C., Kuznetsov A.;"57191195853;56461431700;26435617000;55629050400;55884887100;6505920789;35512342300;";Contribution of synchronized GABAergic neurons to dopaminergic neuron firing and bursting;2016
Elena Grigor’evna D.-C.;"57196713458;";The roots of logical hylomorphism;2016
Matsuk Z., Deari F., Lakshina V.;"56447094800;37761191800;57190960533;";Portfolio optimization using the GO-GARCH model: Evidence from Ukrainian Stock Exchange;2016
Saakian D.B., Yakushkina T., Hu C.-K.;"6603916128;56407166900;7404570852;";The rich phase structure of a mutator model;2016
